"종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE","종목코드"
"TRUE 인버스 HSCEI ETN(H) B",8915,0,0,0,89,1000,0,0,NA,NA,"570028"
"TRUE 인버스 2X 유로스탁스50 ETN(H)",4435,25,0.0057,0,89,2000,0,7811,NA,NA,"570027"
"코오롱글로벌우",28300,650,-0.0225,5000,89,313,0.0105,2520,8.35,NA,"003075"
"마이다스 200커버드콜5OTM",14715,245,-0.0164,0,88,600,0,202,NA,NA,"137930"
"TIGER 200 경기소비재",19145,335,-0.0172,0,88,460,0,8882,NA,NA,"139290"
"QV 레버리지 WTI원유 선물 ETN(H)",440,5,0.0115,0,88,20000,0,670740,NA,NA,"550042"
"TIGER 로우볼",11560,170,-0.0145,0,88,760,0,5344,NA,NA,"174350"
"HANARO KAP초장기국고채",48795,20,4e-04,0,88,180,0,270,NA,NA,"346000"
"KBSTAR 5대그룹주",8730,190,-0.0213,0,87,1000,0,14144,NA,NA,"105780"
"KINDEX 삼성그룹동일가중",17430,320,-0.018,0,87,500,0,412,NA,NA,"131890"
"KODEX TSE일본리츠(H)",10800,70,-0.0064,0,86,800,0,430,NA,NA,"352540"
"ARIRANG 국채선물3년",53535,0,0,0,86,160,0,0,NA,NA,"298340"
"신한 인버스 Russell 2000 ETN",8545,0,0,0,85,1000,0,0,NA,NA,"500055"
"KODEX MSCI모멘텀",14120,205,-0.0143,0,85,600,0,128,NA,NA,"275280"
"KBSTAR 200커뮤니케이션서비스",16930,315,-0.0183,0,85,500,0,599,NA,NA,"315480"
"신한 코스피 콘도르 6/10 콜 2204-01 ETN",8415,225,-0.026,0,84,1000,0,106,NA,NA,"500044"
"TIGER 우량가치",10715,185,-0.017,0,84,780,0,3653,NA,NA,"227570"
"KINDEX 코스닥(합성)",13925,210,-0.0149,0,84,600,0,3,NA,NA,"251890"
"TIGER 일본엔선물",10440,10,-0.001,0,84,800,0,64,NA,NA,"292560"
"HANARO 글로벌럭셔리S&P(합성)",15170,105,-0.0069,0,83,550,1e-04,17999,NA,NA,"354350"
"KOSEF 코스닥150선물레버리지",6855,310,-0.0433,0,83,1210,8e-04,3322,NA,NA,"291630"
"ARIRANG 글로벌MSCI(합성 H)",16225,60,0.0037,0,83,510,0,2633,NA,NA,"189400"
"TIGER 베타플러스",19680,245,-0.0123,0,83,420,0,94,NA,NA,"170350"
"TIGER 우선주",15295,140,0.0092,0,83,540,0,13843,NA,NA,"261140"
"KBSTAR 미국고정배당우선증권ICE TR",9650,10,-0.001,0,82,850,0,136,NA,NA,"354240"
"ARIRANG 중형주저변동50",10930,160,-0.0144,0,82,750,0,6803,NA,NA,"266550"
"ARIRANG KS로우볼가중TR",13630,270,-0.0194,0,82,600,0,4581,NA,NA,"333940"
"ARIRANG KS로우사이즈가중TR",16315,105,-0.0064,0,82,500,0,6824,NA,NA,"333950"
"KODEX 미국S&P바이오(합성)",36240,920,0.026,0,82,225,0,4162,NA,NA,"185680"
"KODEX 기계장비",5020,140,-0.0271,0,80,1600,7e-04,32672,NA,NA,"102960"
"KBSTAR 글로벌데이터센터리츠나스닥(합성)",10000,20,0.002,0,80,800,0,3172,NA,NA,"375270"
"신한 인버스 2X S&P500 선물 ETN",4000,75,0.0191,0,80,2000,0,5348,NA,NA,"500051"
"신한 코스피 월별 양매도 5 콜 2206-1 ETN",7985,20,-0.0025,0,80,1000,0,100,NA,NA,"500049"
"삼성 인버스 China A50 선물 ETN(H)",7975,25,0.0031,0,80,1000,0,34,NA,NA,"530002"
"TIGER 금은선물(H)",9935,20,0.002,0,79,800,0.037,7595,NA,NA,"139320"
"신한 코스피 콘도르 4/10 콜 2204-01 ETN",7910,0,0,0,79,1000,0,0,NA,NA,"500043"
"미래에셋 인버스 에너지화학 Core5 ETN",3950,5,0.0013,0,79,2000,0,200,NA,NA,"520007"
"동원시스템즈우",29750,1050,-0.0341,5000,79,265,0.0026,1224,16.9,NA,"014825"
"크라운제과우",10150,50,-0.0049,200,79,774,0.0073,14429,6.56,NA,"26490K"
"ARIRANG 주도업종",12070,350,-0.0282,0,78,650,0,1875,NA,NA,"280920"
"ARIRANG 심천차이넥스트(합성)",13010,10,8e-04,0,78,600,0,3190,NA,NA,"256450"
"CJ씨푸드1우",39000,450,-0.0114,500,78,200,0.0051,568,393.94,NA,"011155"
"KINDEX Fn K-뉴딜디지털플러스",15490,420,-0.0264,0,77,500,0,1149,NA,NA,"368470"
"신한 코스피 월별 양매도 3 콜 2206-1 ETN",7745,20,-0.0026,0,77,1000,0,104,NA,NA,"500048"
"TIGER 중소형성장",11885,105,-0.0088,0,77,650,0,3938,NA,NA,"292130"
"KOSEF 200선물인버스2X",2120,85,0.0418,0,77,3620,0.0054,415991,NA,NA,"253230"
"TIGER 차이나항셍25",16980,105,-0.0061,0,76,450,0,6129,NA,NA,"117690"
"대상홀딩스우",8360,10,0.0012,1000,76,913,0.0218,10762,2.54,NA,"084695"
"크라운해태홀딩스우",12650,50,-0.0039,500,76,601,0.0317,4803,-56.22,NA,"005745"
"TIGER 배당성장",18045,310,-0.0169,0,76,420,0,17623,NA,NA,"211560"
"신한 천연가스 선물 ETN(H)",2520,95,-0.0363,0,76,3000,0,90141,NA,NA,"500021"
"KINDEX 미국다우존스리츠(합성 H)",75465,725,-0.0095,0,75,100,0,378,NA,NA,"181480"
"TIGER 200커버드콜5OTM",15000,260,-0.017,0,75,500,0,10,NA,NA,"166400"
"KINDEX 차이나항셍테크",10675,85,-0.0079,0,75,700,0,6882,NA,NA,"371870"
"현대비앤지스틸우",68000,500,-0.0073,5000,75,110,0.0054,887,59.13,NA,"004565"
"KBSTAR V&S셀렉트밸류채권혼합",12375,80,-0.0064,0,74,600,0,22592,NA,NA,"241390"
"대신 아연선물 ETN(H)",10585,60,-0.0056,0,74,700,0,86,NA,NA,"510002"
"KINDEX 배당성장",36725,555,-0.0149,0,73,200,0,40,NA,NA,"211260"
"신한 인버스 2X Russell 2000 ETN",7285,95,-0.0129,0,73,1000,0,3378,NA,NA,"500057"
"KINDEX 인버스",4800,90,0.0191,0,72,1500,0,89014,NA,NA,"145670"
"TIGER 일본엔선물레버리지",10240,10,0.001,0,72,700,0,461,NA,NA,"292570"
"KINDEX 멕시코MSCI(합성)",8900,5,6e-04,0,71,800,0,222,NA,NA,"291130"
"KBSTAR 국채선물10년",56430,10,2e-04,0,71,126,0,3110,NA,NA,"295000"
"ARIRANG KRX300헬스케어",15455,615,-0.0383,0,71,460,0,2151,NA,NA,"309210"
"TIGER 미국달러선물레버리지",8850,15,-0.0017,0,71,800,0,3114,NA,NA,"261110"
"ARIRANG 미국다우존스고배당주(합성 H)",13320,45,0.0034,0,71,530,0,3978,NA,NA,"213630"
"KODEX 경기소비재",11765,330,-0.0273,0,71,600,0,23019,NA,NA,"266390"
"KOSEF 미국방어배당성장나스닥",10085,105,-0.0103,0,71,700,0,1007,NA,NA,"373790"
"KODEX 운송",5030,80,-0.0157,0,70,1400,0,80904,NA,NA,"140710"
"깨끗한나라우",19200,250,0.0132,1000,70,366,0.0107,1557,14.78,NA,"004545"
"TRUE 인버스 유로스탁스50 ETN(H) B",7010,20,0.0029,0,70,1000,0,542,NA,NA,"570025"
"하이트진로홀딩스우",14800,250,0.0172,5000,70,471,0.0253,919,8.56,NA,"000145"
"TIGER 국채선물3년인버스",49630,0,0,0,69,140,0,0,NA,NA,"302170"
"TIGER 중소형가치",11400,45,-0.0039,0,68,600,0,2101,NA,NA,"292140"
"TRUE 코스피 커버드풋 ETN B",6795,85,0.0127,0,68,1000,0,665,NA,NA,"570021"
"파워 고배당저변동성",28300,490,-0.017,0,68,240,2e-04,849,NA,NA,"192720"
"KODEX MSCI퀄리티",11285,230,-0.02,0,68,600,0,109,NA,NA,"275300"
"HANARO 농업융복합산업",12220,90,-0.0073,0,67,550,0,4128,NA,NA,"314700"
"HANARO 코스닥150선물레버리지",13905,570,-0.0394,0,67,480,0.0044,3875,NA,NA,"306530"
"금강공업우",11300,400,-0.0342,1000,67,590,0.0158,8419,1614.29,NA,"014285"
"TIGER 일본엔선물인버스",9480,50,-0.0052,0,66,700,0,17100,NA,NA,"292580"
"대원전선우",2520,235,-0.0853,500,66,2621,0.0254,151849,-630,NA,"006345"
"JW중외제약우",38300,250,-0.0065,2500,66,172,0.0029,281,-27.79,NA,"001065"
"신한 인버스 브렌트원유 선물 ETN(H)",6585,40,-0.006,0,66,1000,0,33,NA,NA,"500005"
"TIGER 대형성장",13150,295,-0.0219,0,66,500,0,608,NA,NA,"292100"
"ARIRANG 스마트베타Quality채권혼합",10930,55,-0.005,0,66,600,0,116,NA,NA,"238670"
"ARIRANG 신흥국MSCI인버스(합성 H)",9090,75,-0.0082,0,65,720,0,4,NA,NA,"373530"
"KODEX 퀄리티Plus",10855,200,-0.0181,0,65,600,0,522,NA,NA,"244660"
"KODEX FnKorea50",10840,280,-0.0252,0,65,600,0,473,NA,NA,"296710"
"흥국화재우",8470,620,-0.0682,5000,65,768,0.0113,51474,36.67,NA,"000545"
"TIGER 방송통신",7910,55,-0.0069,0,65,820,0,5228,NA,NA,"098560"
"대신 인버스 아연선물 ETN(H)",9265,55,0.006,0,65,700,0,738,NA,NA,"510004"
"TIGER 200동일가중",11790,150,-0.0126,0,65,550,0,267,NA,NA,"252000"
"KBSTAR Fn K-뉴딜디지털플러스",12945,375,-0.0282,0,65,500,0,6603,NA,NA,"368200"
"ARIRANG 국채선물10년",57270,75,0.0013,0,64,112,0,27,NA,NA,"289670"
"ARIRANG 200동일가중",10685,135,-0.0125,0,64,600,0,94,NA,NA,"295820"
"ARIRANG 코스피중형주",11545,115,-0.0099,0,63,550,0,1643,NA,NA,"301440"
"TIGER 200커버드콜ATM",10580,140,-0.0131,0,63,600,0,19,NA,NA,"289480"
"TIGER 대형가치",12565,165,-0.013,0,63,500,0,598,NA,NA,"292110"
"KBSTAR KRX국채선물3년10년스티프너2X",51755,35,-7e-04,0,62,120,0,481,NA,NA,"342600"
"KBSTAR KRX국채선물3년10년스티프너",51085,10,2e-04,0,61,120,0,6,NA,NA,"342500"
"KG동부제철우",114500,1000,-0.0087,5000,61,53,0,163,138.96,NA,"016385"
"파워 중기국고채",101845,0,0,0,61,60,0,0,NA,NA,"176710"
"KODEX 200 중소형",12160,150,-0.0122,0,61,500,1e-04,11794,NA,NA,"226980"
"ARIRANG 선진국MSCI(합성 H)",11570,40,0.0035,0,60,520,0,4847,NA,NA,"195970"
"KBSTAR 200건설",10735,250,-0.0228,0,60,560,0,3699,NA,NA,"287300"
"TIGER 일본엔선물인버스2X",8545,15,-0.0018,0,60,700,0,156,NA,NA,"292590"
"KBSTAR KRX국채선물3년10년플래트너",49775,5,-1e-04,0,60,120,0,6,NA,NA,"342610"
"KBSTAR 미국장기국채선물(H)",11900,30,-0.0025,0,60,500,0,47,NA,NA,"267440"
"KINDEX Fn성장소비주도주",7405,45,-0.006,0,59,800,0,2119,NA,NA,"226380"
"KBSTAR KRX국채선물3년10년플래트너2X",49205,0,0,0,59,120,0,6,NA,NA,"342620"
"KBSTAR 모멘텀밸류",14695,355,-0.0236,0,59,400,0,18805,NA,NA,"252720"
"KOSEF 고배당",7770,155,-0.0196,0,58,750,0,1228,NA,NA,"104530"
"노루페인트우",12500,0,0,500,58,463,0.0167,913,13.72,NA,"090355"
"코리아써키트2우B",7360,10,-0.0014,500,58,784,3e-04,1630,15.56,NA,"00781K"
"TRUE 인버스 2X HSCEI ETN(H)",5750,40,-0.0069,0,58,1000,0,5276,NA,NA,"570032"
"흥국 S&P코리아로우볼",10615,145,-0.0135,0,57,540,4e-04,10,NA,NA,"215620"
"KODEX 미국달러선물인버스2X",10375,25,-0.0024,0,57,550,0,9713,NA,NA,"261260"
"KINDEX 필리핀MSCI(합성)",14265,155,0.011,0,57,400,0,245,NA,NA,"261920"
"TIGER 국채선물10년인버스",47505,40,8e-04,0,57,120,0,29,NA,NA,"302180"
"KBSTAR 팔라듐선물(H)",13980,10,-7e-04,0,56,400,0,7865,NA,NA,"334690"
"KOSEF 배당바이백Plus",15900,130,-0.0081,0,56,350,0,63,NA,NA,"260200"
"KODEX MSCI EM선물(H)",10900,50,-0.0046,0,54,500,0,2996,NA,NA,"291890"
"진흥기업우B",6350,170,-0.0261,500,54,857,0.0196,2927,204.84,NA,"002785"
"KOSEF 저PBR가중",15415,215,-0.0138,0,54,350,0,329,NA,NA,"260270"
"QV 인버스 레버리지 S&P500 ETN",2695,65,0.0247,0,54,2000,0,6188,NA,NA,"550045"
"KBSTAR 중소형모멘텀밸류",11960,210,-0.0173,0,54,450,0,57,NA,NA,"300290"
"TIGER 은행",6825,150,-0.0215,0,53,780,0,47631,NA,NA,"091220"
"ARIRANG S&P글로벌인프라",10540,0,0,0,53,500,0,5030,NA,NA,"269530"
"KODEX 멀티에셋하이인컴(H)",10530,0,0,0,53,500,0,285,NA,NA,"321410"
"KBSTAR 내수주플러스",10895,225,-0.0202,0,52,480,0,5186,NA,NA,"326230"
"동부건설우",23000,100,-0.0043,5000,52,226,0.1886,1260,7.51,NA,"005965"
"KBSTAR 차이나HSCEI(H)",12890,30,-0.0023,0,52,400,0,7937,NA,NA,"250730"
"TIGER 원유선물인버스(H)",8570,10,-0.0012,0,51,600,0,811,NA,NA,"217770"
"KODEX 국채선물3년인버스",49620,0,0,0,51,102,0,0,NA,NA,"292770"
"KBSTAR 200산업재",10080,10,-0.001,0,50,500,0,539,NA,NA,"287320"
"TIGER 지주회사",12565,180,-0.0141,0,50,400,0,3974,NA,NA,"307520"
"KODEX 미국달러선물인버스",10465,10,0.001,0,50,480,0,1156,NA,NA,"261270"
"KBSTAR 코스닥150선물인버스",4775,105,0.0225,0,50,1050,0,28375,NA,NA,"275750"
"TIGER 가격조정",25025,290,-0.0115,0,50,200,0,375,NA,NA,"217790"
"TIGER S&P글로벌인프라(합성)",10000,65,0.0065,0,50,500,0,1118,NA,NA,"269370"
"ARIRANG 코스닥150선물인버스",7140,180,0.0259,0,50,700,0,32548,NA,NA,"301410"
"KINDEX 국채선물3년인버스",99170,0,0,0,50,50,0,0,NA,NA,"299080"
"TRUE 인버스 나스닥 100 ETN",4935,40,0.0082,0,49,1000,0,3693,NA,NA,"570042"
"성문전자우",8210,60,-0.0073,500,49,600,0.0219,6192,-190.93,NA,"014915"
"마이티 200커버드콜ATM레버리지",9720,75,-0.0077,0,49,500,0,130,NA,NA,"292340"
"삼성 인버스 2X 구리 선물 ETN(H)",4835,75,-0.0153,0,48,1000,0,5159,NA,NA,"530064"
"신한 인버스 2X 금 선물 ETN",4810,55,-0.0113,0,48,1000,0,111883,NA,NA,"500038"
"KBSTAR 200고배당커버드콜ATM",6850,55,-0.008,0,48,700,0,4308,NA,NA,"290080"
"유유제약2우B",29150,950,0.0337,1000,48,164,5e-04,1688,72.33,NA,"000227"
"TIGER K게임",11840,200,-0.0166,0,47,400,0,6618,NA,NA,"300610"
"KODEX China H선물인버스(H)",9465,10,0.0011,0,47,500,0,177,NA,NA,"291660"
"KINDEX 국채선물10년인버스",93870,65,7e-04,0,47,50,0,1,NA,NA,"299070"
"KBSTAR 200에너지화학",13755,250,-0.0179,0,47,340,0,6491,NA,NA,"284990"
"KOSEF 코스닥150선물",9675,200,-0.0203,0,46,480,0,91,NA,NA,"291610"
"JW중외제약2우B",51100,900,-0.0173,2500,46,90,0.0059,552,-37.08,NA,"001067"
"KODEX 밸류Plus",9125,60,-0.0065,0,46,500,0,5302,NA,NA,"244670"
"미래에셋 인버스 전기전자 Core5 ETN",2260,30,0.0135,0,45,2000,0,4998,NA,NA,"520005"
"KODEX WTI원유선물인버스(H)",12025,25,-0.0021,0,45,375,0.0257,12529,NA,NA,"271050"
"신한 인버스 2X 구리 선물 ETN",4370,55,-0.0124,0,44,1000,0,23329,NA,NA,"500041"
"KODEX 미국채울트라30년선물인버스(H)",7240,10,-0.0014,0,43,600,0,626,NA,NA,"304670"
"KBSTAR 200생활소비재",9000,55,-0.0061,0,43,480,0,1016,NA,NA,"287330"
"KOSEF 코스닥150선물인버스",8130,140,0.0175,0,43,530,0,10898,NA,NA,"291620"
"TIGER 200 생활소비재",11800,90,-0.0076,0,42,360,0,8739,NA,NA,"227560"
"동양우",6860,40,-0.0058,500,42,618,0.003,933,274.4,NA,"001525"
"KBSTAR 미국장기국채선물레버리지(합성 H)",13735,15,0.0011,0,41,300,0,148,NA,NA,"267490"
"KOSEF 200선물인버스",5075,95,0.0191,0,41,810,0,66867,NA,NA,"253240"
"KBSTAR 200선물인버스",5060,90,0.0181,0,40,800,0,32587,NA,NA,"252410"
"ARIRANG ESG우수기업",8990,110,-0.0121,0,40,450,0,6355,NA,NA,"278420"
"KBSTAR 미국장기국채선물인버스(H)",7900,0,0,0,40,500,0,858,NA,NA,"267450"
"TIGER 200 산업재",5565,35,0.0063,0,39,700,0,4795,NA,NA,"227550"
"KBSTAR 국채선물10년인버스",46815,15,-3e-04,0,38,82,0,6,NA,NA,"295020"
"KBSTAR 중소형모멘텀로우볼",10885,95,-0.0087,0,38,350,0,38,NA,NA,"300280"
"KBSTAR 차이나H선물인버스(H)",9310,35,0.0038,0,37,400,0,28,NA,NA,"291680"
"ARIRANG 코스닥150",14820,335,-0.0221,0,37,250,0,813,NA,NA,"301400"
"동양2우B",11950,50,-0.0042,500,37,309,0,161,478,NA,"001527"
"KBSTAR 수출주",12200,320,-0.0256,0,37,300,0,179,NA,NA,"140570"
"대신 인버스 니켈선물 ETN(H)",5210,100,-0.0188,0,36,700,0,515,NA,NA,"510006"
"KBSTAR 우량업종",11840,265,-0.0219,0,36,300,0,187,NA,NA,"140580"
"진흥기업2우B",12050,50,0.0042,500,36,295,0.0098,327,388.71,NA,"002787"
"KODEX 골드선물인버스(H)",7080,5,-7e-04,0,35,500,0,2301,NA,NA,"280940"
"TIGER 금속선물(H)",5740,25,0.0044,0,34,600,0,3819,NA,NA,"139310"
"TIGER 200 철강소재",7725,140,-0.0178,0,34,440,0,48938,NA,NA,"139240"
"신원우",37000,400,-0.0107,500,34,91,0.0095,618,-880.95,NA,"009275"
"노루홀딩스우",17800,50,-0.0028,500,33,185,0.0102,210,39.82,NA,"000325"
"흥국화재2우B",20700,500,-0.0236,5000,32,154,0.0104,964,89.61,NA,"000547"
"대신 인버스 철광석 선물 ETN(H)",1585,30,-0.0186,0,32,2000,0,48653,NA,NA,"510009"
"ARIRANG KRX300IT",20240,355,-0.0172,0,28,140,0,254,NA,NA,"309170"
"동양3우B",30900,1850,0.0637,500,28,90,0.0056,229,1236,NA,"001529"
"KBSTAR 200금융",8255,190,-0.0225,0,25,300,0,2562,NA,NA,"284980"
"KBSTAR 200중공업",9105,270,-0.0288,0,24,260,0,2599,NA,NA,"285010"
"KBSTAR 200경기소비재",11870,275,-0.0226,0,21,180,0,1962,NA,NA,"287310"
"QV 인버스 레버리지 WTI원유 선물 ETN(H)",1035,15,-0.0143,0,21,2000,0,8747,NA,NA,"550043"
"KBSTAR 팔라듐선물인버스(H)",5170,30,-0.0058,0,21,400,0,599,NA,NA,"334700"
"KBSTAR 미국장기국채선물인버스2X(합성 H)",6075,15,-0.0025,0,18,300,0,870,NA,NA,"267500"
"KBSTAR 200철강소재",7400,145,-0.0192,0,18,240,0,2075,NA,NA,"285020"
